        36998195 function calls (36797100 primitive calls) in 77.495 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9210    0.005    0.000    0.006    0.000 traceable_stack.py:125(__len__)
     7973    0.005    0.000    0.005    0.000 _collections_abc.py:698(__init__)
     3684    0.005    0.000    0.066    0.000 ops.py:4397(_colocate_with_for_gradient)
1920/1824    0.005    0.000    0.016    0.000 base_layer.py:1962(__setattr__)
     2295    0.005    0.000    0.010    0.000 errors_impl.py:258(__init__)
      357    0.005    0.000    0.360    0.001 gen_array_ops.py:7615(reshape)
     7643    0.005    0.000    0.011    0.000 ops.py:234(uid)
    10432    0.004    0.000    0.004    0.000 {method 'item' of 'numpy.ndarray' objects}
    13993    0.004    0.000    0.004    0.000 traceable_stack.py:119(<genexpr>)
     9126    0.004    0.000    0.004    0.000 {method 'copy' of 'dict' objects}
2486/2474    0.004    0.000    1.195    0.000 ops.py:1030(convert_to_tensor)
        1    0.004    0.004    0.027    0.027 graph_view.py:207(_add_attributes_to_object_graph)
     1734    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphGetTensorShapeHelper}
      457    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddInputList}
     8014    0.004    0.000    0.004    0.000 ops.py:2394(__init__)
     4957    0.004    0.000    0.014    0.000 tensor_shape.py:700(as_dimension)
      693    0.004    0.000    0.589    0.001 resource_variable_ops.py:932(_read_variable_op)
     1842    0.004    0.000    0.017    0.000 ops.py:5363(_colocate_with_for_gradient)
     1546    0.004    0.000    0.007    0.000 tensor_util.py:185(GetFromNumpyDTypeDict)
      338    0.004    0.000    0.341    0.001 control_flow_ops.py:3550(with_dependencies)
     5756    0.004    0.000    0.004    0.000 op_def_library.py:88(<listcomp>)
     5202    0.004    0.000    0.011    0.000 backprop.py:143(_record_gradient)
      728    0.004    0.000    0.023    0.000 ops.py:2522(node_def)
3282/3198    0.004    0.000    2.377    0.001 dispatch.py:177(wrapper)
    20624    0.004    0.000    0.004    0.000 {built-in method _operator.index}
      309    0.004    0.000    0.231    0.001 gen_array_ops.py:8537(shape)
     3460    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:391(__eq__)
      728    0.004    0.000    0.004    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationToNodeDef}
     1792    0.004    0.000    0.007    0.000 ops.py:4679(__enter__)
11516/11512    0.004    0.000    0.004    0.000 op_def_library.py:264(_MaybeColocateWith)
     3800    0.004    0.000    0.006    0.000 tf_should_use.py:88(_new__getattribute__)
     3629    0.004    0.000    0.013    0.000 common.py:131(is_object_dtype)
     1841    0.004    0.000    0.007    0.000 os.py:664(__getitem__)
     3211    0.004    0.000    0.021    0.000 tensor_shape.py:1199(as_shape)
     4744    0.004    0.000    0.007    0.000 threading.py:254(_is_owned)
    10312    0.004    0.000    0.004    0.000 numeric.py:1683(<listcomp>)
      392    0.004    0.000    0.324    0.001 array_ops.py:333(shape_internal)
     1880    0.004    0.000    0.013    0.000 optimizer.py:197(_get_processor)
     1314    0.004    0.000    0.016    0.000 blocks.py:78(__init__)
      580    0.004    0.000    0.005    0.000 numerictypes.py:578(_can_coerce_all)
     3831    0.004    0.000    0.016    0.000 ops.py:3763(as_graph_element)
      212    0.004    0.000    0.196    0.001 gen_array_ops.py:5834(pack)
    20787    0.004    0.000    0.004    0.000 pywrap_tensorflow_internal.py:1269(<lambda>)
     6592    0.004    0.000    0.004    0.000 traceable_stack.py:30(__init__)
     3424    0.004    0.000    0.009    0.000 object_identity.py:75(__getitem__)
     2603    0.004    0.000    0.016    0.000 dtypes.py:827(is_dtype)
      378    0.004    0.000    0.303    0.001 gen_array_ops.py:4222(identity)
      457    0.004    0.000    0.020    0.000 ops.py:1249(internal_convert_n_to_tensor)
      212    0.004    0.000    0.352    0.002 array_ops.py:1050(_autopacking_helper)
     1747    0.004    0.000    0.004    0.000 ops.py:4123(get_collection)
      491    0.004    0.000    0.318    0.001 gen_resource_variable_ops.py:1472(var_is_initialized_op)
     2528    0.004    0.000    0.004    0.000 resource_variable_ops.py:857(initializer)
     2434    0.003    0.000    0.012    0.000 _collections_abc.py:657(get)
     9620    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
      535    0.003    0.000    0.019    0.000 missing.py:183(_isna_ndarraylike)
      188    0.003    0.000    1.205    0.006 variable_scope.py:791(_get_single_variable)
    15994    0.003    0.000    0.003    0.000 {method 'release' of '_thread.lock' objects}
  546/534    0.003    0.000    0.010    0.000 conversion.py:311(is_whitelisted_for_graph)
      154    0.003    0.000    0.159    0.001 control_flow_ops.py:3598(group)
       32    0.003    0.000    0.003    0.000 {method 'flush' of 'zlib.Compress' objects}
      492    0.003    0.000    0.521    0.001 math_ops.py:881(binary_op_wrapper)
     1301    0.003    0.000    0.040    0.000 ops.py:4483(_add_device_to_stack)
        3    0.003    0.001    0.003    0.001 data_loader.py:81(<listcomp>)
     3827    0.003    0.000    0.003    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      101    0.003    0.000    0.003    0.000 socket.py:333(send)
  772/292    0.003    0.000    0.008    0.000 variables.py:2516(_has_cycle)
        5    0.003    0.001    0.050    0.010 save.py:103(load_csv_files)
3171/2213    0.003    0.000    0.004    0.000 tensor_util.py:218(_GetDenseDimensions)
     1786    0.003    0.000    0.009    0.000 managers.py:139(shape)
    22094    0.003    0.000    0.003    0.000 ops.py:2114(_get_control_flow_context)
      200    0.003    0.000    0.223    0.001 gen_math_ops.py:10888(_sum)
     1234    0.003    0.000    0.010    0.000 _dtype.py:46(__str__)
      281    0.003    0.000    0.007    0.000 {pandas._libs.lib.infer_dtype}
     1314    0.003    0.000    0.060    0.000 blocks.py:3080(make_block)
     3703    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.TF_AddControlInput}
     1792    0.003    0.000    0.008    0.000 ops.py:4689(__exit__)
2583/2571    0.003    0.000    1.273    0.000 ops.py:1090(convert_to_tensor_v2)
     6182    0.003    0.000    0.005    0.000 resource_variable_ops.py:879(op)
     1542    0.003    0.000    0.010    0.000 blocks.py:128(_consolidate_key)
     1842    0.003    0.000    0.007    0.000 ops.py:6699(_op_to_colocate_with)
     4498    0.003    0.000    0.016    0.000 tensor_shape.py:774(<listcomp>)
      582    0.003    0.000    0.030    0.000 concat.py:137(is_na)
     1638    0.003    0.000    0.005    0.000 api.py:261(_is_known_loaded_type)
    18574    0.003    0.000    0.003    0.000 pywrap_tensorflow_internal.py:1417(<lambda>)
      176    0.003    0.000    0.152    0.001 gen_math_ops.py:5872(mat_mul)
      238    0.003    0.000    0.381    0.002 array_ops.py:1836(zeros)
     1314    0.003    0.000    0.009    0.000 blocks.py:199(mgr_locs)
2478/1096    0.003    0.000    0.005    0.000 tensor_util.py:317(_FilterNotTensor)
      693    0.003    0.000    0.006    0.000 numeric.py:676(require)
    16981    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
     2878    0.003    0.000    0.007    0.000 gradients_util.py:500(_Inputs)
     1382    0.003    0.000    0.007    0.000 {pandas._libs.lib.is_scalar}
      106    0.003    0.000    0.003    0.000 {built-in method posix.urandom}
     1286    0.003    0.000    0.003    0.000 {built-in method _pywrap_tensorflow_internal.Flatten}
     1754    0.003    0.000    0.003    0.000 {built-in method numpy.arange}
      292    0.003    0.000    0.018    0.000 concat.py:20(get_dtype_kinds)
      402    0.003    0.000    0.360    0.001 resource_variable_ops.py:845(value)
    29049    0.003    0.000    0.003    0.000 {method 'popleft' of 'collections.deque' objects}
     9298    0.003    0.000    0.003    0.000 ops.py:3330(_get_control_flow_context)
        3    0.003    0.001   29.014    9.671 data_loader.py:261(featurize_shard)
     3640    0.003    0.000    0.051    0.000 ops.py:390(shape)
      914    0.003    0.000    0.053    0.000 math_ops.py:631(cast)
     1792    0.003    0.000    0.045    0.000 ops.py:5397(control_dependencies)
     1033    0.003    0.000    0.013    0.000 array_ops.py:1100(_get_dtype_from_nested_lists)
  772/292    0.003    0.000    0.034    0.000 variables.py:2531(_safe_initial_value_from_tensor)
    16211    0.003    0.000    0.003    0.000 {method 'extend' of 'collections.deque' objects}
     1755    0.003    0.000    0.011    0.000 dtypes.py:973(is_dtype)
     8255    0.003    0.000    0.004    0.000 common.py:119(<lambda>)
     1475    0.003    0.000    0.005    0.000 execute.py:126(make_type)
     6192    0.002    0.000    0.002    0.000 ops.py:5143(_device_function_stack)
     2950    0.002    0.000    0.004    0.000 common.py:1981(pandas_dtype)
      555    0.002    0.000    0.003    0.000 gradients_util.py:831(_SetGrad)
     1546    0.002    0.000    0.009    0.000 tensor_util.py:193(GetNumpyAppendFn)
     1293    0.002    0.000    0.006    0.000 tf_logging.py:198(vlog)
      508    0.002    0.000    0.012    0.000 missing.py:360(array_equivalent)
       96    0.002    0.000    0.372    0.004 frame.py:6558(append)
      188    0.002    0.000    1.387    0.007 slot_creator.py:131(create_slot_with_initializer)
      151    0.002    0.000    0.459    0.003 control_flow_ops.py:3695(tuple)
      427    0.002    0.000    0.013    0.000 ops.py:514(set_shape)
      482    0.002    0.000    0.020    0.000 blocks.py:3131(_merge_blocks)
      222    0.002    0.000    0.173    0.001 gen_math_ops.py:343(add)
     9658    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
       40    0.002    0.000    4.803    0.120 pickle.py:1025(load)
      440    0.002    0.000    0.049    0.000 managers.py:97(__init__)
      367    0.002    0.000    0.012    0.000 gradients_util.py:893(_LogOpGradients)
      216    0.002    0.000    0.018    0.000 algorithms.py:1544(take_nd)
      388    0.002    0.000    0.003    0.000 concat.py:425(combine_concat_plans)
      427    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetTensorShape_wrapper}
       83    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:870(_find_spec)
      461    0.002    0.000    0.238    0.001 gradients_util.py:979(_AggregatedGrads)
       11    0.002    0.000    0.101    0.009 graph_models.py:625(default_generator)
      292    0.002    0.000    1.942    0.007 variable_scope.py:2455(default_variable_creator)
      291    0.002    0.000    0.006    0.000 resource_variable_ops.py:71(_set_handle_shapes_and_types)
     1691    0.002    0.000    0.004    0.000 ops.py:376(name)
      461    0.002    0.000    0.007    0.000 gradients_util.py:793(_UpdatePendingAndEnqueueReady)
     1436    0.002    0.000    0.005    0.000 tensor_shape.py:1135(is_fully_defined)
     1792    0.002    0.000    0.004    0.000 ops.py:4710(_pop_control_dependencies_controller)
       99    0.002    0.000    0.054    0.001 blocks.py:414(split_and_operate)
     2590    0.002    0.000    0.003    0.000 traceable_stack.py:109(pop_obj)
      217    0.002    0.000    0.002    0.000 {built-in method pandas._libs.missing.isnaobj}
     3941    0.002    0.000    0.018    0.000 common.py:434(is_datetime64tz_dtype)
     3396    0.002    0.000    0.016    0.000 common.py:572(is_categorical_dtype)
     1792    0.002    0.000    0.002    0.000 ops.py:4644(__init__)
     2323    0.002    0.000    0.010    0.000 gradients_util.py:481(_NonEagerInputs)
    10574    0.002    0.000    0.002    0.000 {method 'reverse' of 'list' objects}
1350/1247    0.002    0.000    0.016    0.000 base.py:453(_method_wrapper)
      582    0.002    0.000    0.002    0.000 ops.py:4878(_attr_scope)
      163    0.002    0.000    0.160    0.001 gen_array_ops.py:8777(_slice)
     1300    0.002    0.000    0.010    0.000 ag_logging.py:113(get_verbosity)
      116    0.002    0.000    0.189    0.002 gen_array_ops.py:4025(gather_v2)
     8255    0.002    0.000    0.002    0.000 common.py:117(classes)
       40    0.002    0.000    0.795    0.020 tmpr4oh4vsm.py:16(loop_body)
     2295    0.002    0.000    0.003    0.000 errors_impl.py:111(__str__)
       97    0.002    0.000    0.050    0.001 concat.py:237(__init__)
     1840    0.002    0.000    0.012    0.000 os.py:760(getenv)
        1    0.002    0.002    1.751    1.751 optimizer.py:531(apply_gradients)
       11    0.002    0.000    0.065    0.006 datasets.py:799(iterate)
      193    0.002    0.000    0.035    0.000 managers.py:1887(_consolidate)
     1226    0.002    0.000    0.007    0.000 optimizer.py:83(_var_key)
      291    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.TF_GraphSetOutputHandleShapesAndTypes_wrapper}
      343    0.002    0.000    0.052    0.000 frame.py:378(__init__)
     1301    0.002    0.000    0.010    0.000 ops.py:5286(device)
  172/165    0.002    0.000    0.034    0.000 series.py:152(__init__)
      188    0.002    0.000    0.003    0.000 variable_scope.py:1867(__enter__)
     2692    0.002    0.000    0.003    0.000 common.py:1809(_get_dtype)
      623    0.002    0.000    0.023    0.000 base.py:4051(equals)
     4250    0.002    0.000    0.003    0.000 object_identity.py:72(_wrap_key)
     4459    0.002    0.000    0.002    0.000 op_def_library.py:45(_AttrValue)
      367    0.002    0.000    0.015    0.000 ops.py:2767(get_gradient_function)
     2213    0.002    0.000    0.013    0.000 tensor_util.py:365(<listcomp>)
      119    0.002    0.000    0.197    0.002 gen_array_ops.py:1215(concat_v2)
     2295    0.002    0.000    0.006    0.000 {method 'throw' of 'generator' objects}
     1702    0.002    0.000    0.007    0.000 common.py:403(is_datetime64_dtype)
       97    0.002    0.000    0.131    0.001 managers.py:2029(concatenate_block_managers)
       18    0.002    0.000   24.508    1.362 session.py:1084(_run)
   708/24    0.002    0.000    0.009    0.000 pickle.py:457(save)
      483    0.002    0.000    0.016    0.000 cast.py:770(soft_convert_objects)
     1234    0.002    0.000    0.017    0.000 blocks.py:312(ftype)
     1841    0.002    0.000    0.003    0.000 os.py:742(encode)
     8860    0.002    0.000    0.002    0.000 tensor_shape.py:231(value)
  592/300    0.002    0.000    4.697    0.016 variables.py:257(__call__)
     2444    0.002    0.000    0.003    0.000 ops.py:4701(add_op)
        1    0.002    0.002    0.410    0.410 <ipython-input-80-0dd40754b66d>:111(initial_training)
      689    0.002    0.000    0.004    0.000 distribution_strategy_context.py:76(_get_per_thread_mode)
     2508    0.002    0.000    0.003    0.000 tape.py:118(stop_recording)
     2143    0.002    0.000    0.002    0.000 op_def_library.py:147(_MakeInt)
     1674    0.002    0.000    0.013    0.000 {method 'all' of 'numpy.ndarray' objects}
      859    0.002    0.000    0.002    0.000 device.py:67(merge_device)
     4256    0.002    0.000    0.002    0.000 base.py:652(__len__)
      367    0.002    0.000    2.129    0.006 gradients_util.py:388(_MaybeCompile)
      353    0.002    0.000    0.002    0.000 {tensorflow.python.framework.fast_tensor_util.AppendFloat32ArrayToTensorProto}
     1858    0.002    0.000    0.003    0.000 ops.py:2102(<listcomp>)
      291    0.002    0.000    0.002    0.000 {built-in method _pywrap_tensorflow_internal.GetHandleShapeAndType}
      483    0.002    0.000    0.021    0.000 blocks.py:2669(f)
